grade_A_Component_1,grade_A_Component_2,max_luminosity,thickness,xmin,xmax,ymin,ymax,pixel_area,log_area,x_component_1,x_component_2,x_component_3,x_component_4,x_component_5,class
0,1,151,50,691,696,1480631,1482113,66,66.17783042917934,0,0,0,1,0,1
0,1,144,43,1329,1333,1737210,1737553,138,138.93171661401195,0,0,0,0,1,1
0,1,127,40,500,529,3889333,3888651,1226,1226.1289854865074,0,0,0,0,0,1
0,1,111,42,1373,1380,980951,980507,343,343.03619283278846,0,0,0,0,0,2
0,1,129,183,76,79,472565,471999,464,464.31453748677023,0,0,0,0,0,2
0,1,151,44,43,189,46890,47161,5882,5882.647765384677,0,0,1,0,0,1
0,1,142,41,23,27,1710123,1708995,313,313.58165145677873,0,0,0,0,0,1
0,1,135,43,41,210,4384295,4384658,5636,5636.632288316882,0,0,1,0,0,1
1,0,95,75,5,20,2445331,2445473,319,319.4901683315498,0,1,0,0,0,1
1,0,131,83,1271,1286,572415,571290,415,415.7366260205105,0,0,0,0,0,1
0,1,141,39,314,322,10392471,10390972,138,138.04015590103944,0,0,0,0,0,1
0,1,160,37,44,218,1039118,1039639,15081,15081.538648041744,0,0,1,0,0,1
1,0,125,58,1531,1544,1758580,1758358,213,213.19550545541574,0,0,0,0,0,1
1,0,154,101,1551,1581,2071041,2070787,281,281.15774041143544,0,0,0,0,0,2
0,1,137,46,301,312,1693100,1693500,197,197.94024206620645,0,0,0,1,0,1
0,1,144,49,957,963,1261128,1261434,224,224.0778706734615,0,0,0,1,0,1
1,0,118,69,13,22,2294395,2293970,189,189.29631889323014,0,1,0,0,0,1
1,0,125,73,282,306,2109223,2110189,150,150.95688529711225,0,1,0,0,0,1
0,1,218,44,1063,1071,116916,116806,295,295.6580011812575,0,0,1,0,0,1
0,1,141,41,1328,1334,1581624,1582055,377,377.6002066326791,0,0,0,0,1,1
0,1,143,45,46,202,621859,622494,6398,6398.687352320225,0,0,1,0,0,1
0,1,131,44,43,203,686041,686625,6378,6378.9621582414065,0,0,1,0,0,1
1,0,139,74,135,142,645880,645858,258,258.5853725477054,0,1,0,0,0,1
1,0,144,73,829,849,1564113,1565044,293,293.0142995882478,0,1,0,0,0,1
0,1,128,39,864,871,10624901,10624754,77,77.19400304634576,0,0,0,0,0,2
0,1,214,201,1156,1168,22402,23663,189,189.94412943106184,0,0,0,0,0,2
1,0,143,55,454,460,1009081,1010595,143,143.95548751988605,1,0,0,0,0,1
1,0,116,68,458,522,2871387,2872226,600,600.3835042510001,0,0,0,0,0,2
1,0,126,68,153,166,1989428,1990349,100,100.29227765135907,0,1,0,0,0,1
0,1,144,46,1238,1242,1668004,1666772,311,311.60607083238517,0,0,0,1,0,1
1,0,150,75,179,195,334545,333801,214,214.34080808292907,0,1,0,0,0,1
1,0,110,97,818,825,120747,120218,340,340.1844909967647,0,0,0,0,0,1
0,1,129,57,1204,1220,289760,289895,153,153.71132307623563,0,0,0,0,0,2
1,0,123,73,84,95,1335528,1334818,170,170.21563047970574,0,1,0,0,0,1
1,0,130,70,1255,1268,2860241,2859407,362,362.8044635068266,0,0,0,0,0,2
1,0,127,74,1032,1049,621475,620979,372,372.57974612378655,0,0,0,0,0,1
0,1,134,36,416,443,2887435,2887326,467,467.65032836084566,0,0,1,0,0,1
0,1,134,35,1253,1260,459556,458616,132,132.88269258350812,1,0,0,0,0,1
0,1,185,100,17,34,20460,21567,274,274.3425266449927,0,0,0,0,0,2
0,1,128,36,14,22,1270267,1270336,269,269.8126180038265,0,0,0,0,0,2
0,1,137,98,615,623,2189002,2188153,290,290.49559592707374,0,0,0,0,1,1
0,1,111,102,1266,1280,31256,32113,302,302.01946322487794,1,0,0,0,0,1
0,1,140,68,1055,1067,1314125,1315136,666,666.5007200821198,0,0,0,0,0,2
0,1,138,42,519,630,982516,981256,1035,1035.4377941681953,0,0,0,0,0,2
0,1,121,43,14,22,1133402,1132672,202,202.2811283244709,0,0,0,0,0,2
0,1,156,200,80,86,183368,183588,422,422.3757834759287,1,0,0,0,0,1
1,0,251,83,94,136,907404,907096,686,686.3985205510068,0,0,0,0,0,1
0,1,125,200,5,12,464915,463720,191,191.3385748579819,0,0,0,0,0,2
0,1,129,199,55,63,258922,259437,277,277.8926322750643,0,0,0,0,0,2
1,0,144,70,215,228,1761531,1761633,318,318.950319193566,0,1,0,0,0,1
1,0,118,103,910,919,1047538,1046205,173,173.34941341556353,0,0,0,0,0,2
1,0,107,69,0,15,677313,676440,968,968.9969287907662,0,1,0,0,0,1
0,1,162,36,1015,1037,3981374,3982548,271,271.695938881906,0,0,0,0,0,2
0,1,139,42,475,483,10439787,10441256,251,251.27093585989178,0,0,0,0,0,2
1,0,128,66,333,348,2076167,2076121,157,157.0286394249094,0,0,0,0,0,2
1,0,124,199,605,646,4440845,4441343,1104,1104.8391629794917,0,0,0,0,0,1
1,0,150,104,773,805,2240907,2241363,209,209.29401616074273,0,0,0,0,0,2
1,0,120,73,64,83,288045,288414,541,541.6094701258734,0,1,0,0,0,1
0,1,139,86,7,18,1137642,1136650,344,344.3641406223285,1,0,0,0,0,1
1,0,83,72,1685,1692,990762,990045,178,178.69417487856825,0,0,0,0,0,1
1,0,73,71,55,64,585684,585411,358,358.62789155081873,0,1,0,0,0,1
1,0,123,72,1335,1343,1639188,1639427,156,156.9592702841315,0,0,0,0,0,2
1,0,127,103,34,44,914075,913916,289,289.1265639036402,1,0,0,0,0,1
1,0,114,60,1631,1637,2637743,2637629,138,138.5764289464339,0,0,0,0,0,1
0,1,186,41,921,932,562137,561111,234,234.23564565097072,0,0,1,0,0,1
0,1,120,117,3,20,55607,54791,483,483.3561334680179,0,0,0,0,1,1
1,0,102,80,1579,1590,2064520,2063020,379,379.79222435393984,0,0,0,0,0,2
0,1,130,44,1135,1147,5799127,5798541,315,315.42553925615107,0,0,0,0,0,1
1,0,152,99,1138,1141,288921,288766,256,256.05132986716677,0,0,0,0,0,1
1,0,133,78,272,281,1785690,1786800,254,254.65388894201277,0,0,0,0,0,1
1,0,126,58,122,131,1566064,1566257,345,345.9198752785788,0,0,0,0,0,1
1,0,81,302,43,56,141165,142142,193,193.3192855588562,0,0,0,0,0,2
1,0,131,68,359,467,903119,903518,6052,6052.072563056931,0,0,0,0,0,2
0,1,151,45,847,858,188960,189910,199,199.33621187592362,0,0,0,0,0,2
1,0,142,75,166,181,1293431,1294420,389,389.1392372957939,0,0,0,0,0,1
0,1,142,40,45,187,398331,398307,4698,4698.910673258844,0,0,1,0,0,1
1,0,157,66,465,491,1226064,1226560,528,528.5730052329841,0,1,0,0,0,1
1,0,123,74,1363,1372,3041516,3041260,309,309.36296904333784,0,0,0,0,0,2
0,1,141,41,1111,1124,2497577,2496868,389,389.28000420280574,0,0,0,0,0,2
0,1,151,41,1233,1272,4016124,4015844,403,403.92210549552476,0,0,0,0,0,2
1,0,139,101,1268,1273,750388,751154,260,260.669657255778,0,1,0,0,0,1
0,1,120,95,1285,1292,212597,212921,224,224.8537411603942,0,0,0,0,0,2
1,0,121,66,13,24,2631966,2633341,251,251.71210991020138,0,1,0,0,0,1
1,0,151,63,541,549,1294901,1294032,158,158.53937143644256,0,0,0,0,0,1
0,1,136,58,235,243,1384666,1385427,204,204.6656826458668,0,0,0,0,0,2
1,0,149,56,133,143,2244403,2243556,103,103.64157215041726,0,0,0,0,0,1
0,1,151,75,1154,1183,371274,371843,1367,1367.71018113938,0,0,0,0,0,2
0,1,131,121,1326,1337,68456,68728,378,378.8323197900006,0,0,0,0,1,1
1,0,142,98,1559,1588,2376424,2375130,603,603.8902951624963,0,0,0,0,0,2
0,1,133,172,975,985,73986,73844,297,297.1677559212289,0,0,0,0,0,2
1,0,128,69,73,92,1965535,1964743,348,348.086705300976,0,1,0,0,0,1
1,0,123,71,56,92,1578414,1578884,1732,1732.3997496359673,0,1,0,0,0,1
1,0,136,72,1341,1348,1184242,1185204,167,167.66422078467144,0,1,0,0,0,1
0,1,160,37,43,207,2133692,2133374,11595,11595.342914001298,0,0,1,0,0,1
1,0,115,299,836,887,282998,282706,534,534.0382696655424,0,0,0,0,0,2
0,1,135,36,147,178,386829,387614,336,336.96741014093055,0,0,0,0,0,2
1,0,130,75,782,801,535044,533121,168,168.91260559687504,0,0,0,0,0,1
0,1,151,51,1229,1235,223434,224565,84,84.47014209093436,0,0,0,1,0,1
0,1,151,72,1270,1307,213146,214900,356,356.3727227617725,0,0,0,0,0,2
0,1,162,46,1097,1105,1505818,1505930,209,209.7210055484509,0,0,0,1,0,1
1,0,140,64,1291,1301,1695778,1696300,323,323.84963997610197,0,0,0,0,0,1
1,0,142,98,28,36,3213644,3213145,340,340.6979225677866,0,0,0,0,0,2
0,1,144,47,1237,1243,1681358,1681308,51,51.31468249866555,0,0,0,1,0,1
1,0,120,299,911,922,344989,344042,265,265.44305949837155,0,0,0,0,0,2
0,1,131,45,51,179,260215,259515,3898,3898.9707978502915,0,0,1,0,0,1
1,0,140,84,61,84,1023899,1023702,492,492.27553927179486,0,0,0,0,0,1
0,1,124,85,1470,1493,1771335,1770970,945,945.1428606276974,1,0,0,0,0,1
0,1,124,41,45,215,4439783,4440076,5895,5895.1362233141745,0,0,1,0,0,1
1,0,112,70,386,410,439128,439223,524,524.9827502510553,0,1,0,0,0,1
0,1,119,40,43,216,2212061,2213039,6350,6350.114946259433,0,0,1,0,0,1
1,0,116,301,985,993,507759,508903,233,233.03502030394822,0,0,0,0,0,2
0,1,139,37,133,160,86349,86646,566,566.3176373254336,0,0,1,0,0,1
1,0,149,75,1013,1025,1067704,1067730,122,122.33137386204093,0,0,0,0,0,1
1,0,140,67,487,513,1458006,1457610,420,420.29949228828883,0,1,0,0,0,1
0,1,133,38,365,376,1083978,1083502,303,303.4276096196148,0,0,0,0,0,2
0,1,187,153,190,203,210179,211606,197,197.29026675889293,1,0,0,0,0,1
0,1,141,42,100,177,910150,909098,2212,2212.148792649363,0,0,1,0,0,1
0,1,146,186,164,175,253748,252403,296,296.8208068272171,0,0,0,0,0,2
0,1,145,42,603,610,2381669,2382213,288,288.90995699541645,0,0,0,0,0,2
0,1,126,115,1327,1335,76307,74965,468,468.6236270768458,0,0,0,0,1,1
0,1,153,205,1,17,431404,431744,340,340.0717644699364,0,0,0,0,0,2
1,0,149,146,350,357,348869,349211,293,293.18900769817867,0,0,0,0,0,2
1,0,127,75,46,54,270063,270451,466,466.09612733108384,1,0,0,0,0,1
0,1,133,36,254,374,3629316,3629394,6352,6352.235866758117,0,0,1,0,0,1
0,1,143,42,5,830,467652,469397,20752,20752.149797712766,0,0,1,0,0,1
0,1,140,49,937,945,3020969,3020533,263,263.7703954467468,0,0,0,0,0,1
1,0,138,74,726,734,3858182,3857498,211,211.56841879284013,0,0,0,0,0,1
1,0,142,80,535,542,508659,507860,322,322.11357471625615,0,0,0,0,0,2
0,1,148,130,1365,1373,2095124,2094205,302,302.5798826043823,1,0,0,0,0,1
1,0,150,67,881,892,1251891,1252866,163,163.55407531669056,0,0,0,0,0,2
1,0,130,61,958,967,731011,732221,65,65.45478814891004,0,0,0,0,0,1
0,1,100,45,208,344,55138,55102,3449,3449.908707257937,0,0,1,0,0,1
0,1,142,55,428,433,1443424,1443988,114,114.51848072064142,0,0,0,1,0,1
1,0,132,81,552,602,1211436,1211213,993,993.7720407004656,0,0,0,0,0,2
0,1,156,36,5,441,408689,408531,24652,24652.53741274218,0,0,1,0,0,1
0,1,206,41,717,725,252192,251788,260,260.961695494688,0,0,1,0,0,1
0,1,149,45,41,178,2627223,2627921,8055,8055.973835969517,0,0,1,0,0,1
1,0,113,77,1100,1118,2293047,2293213,339,339.5370916020309,0,0,0,0,0,2
1,0,121,67,76,82,2615206,2616111,303,303.4950076291449,0,0,0,0,0,2
0,1,137,204,419,429,260629,261117,449,449.22037336853015,0,0,0,0,0,2
0,1,144,134,1170,1177,744558,745004,216,216.47566212427694,0,0,0,0,0,2
1,0,94,65,1682,1692,1248159,1247639,171,171.66506967086582,0,0,0,0,0,2
0,1,154,48,626,630,1388331,1387214,22,22.222823402042316,0,0,0,1,0,1
1,0,139,66,177,183,1071544,1072068,367,367.897757579658,0,1,0,0,0,1
0,1,138,45,278,293,1150992,1151823,334,334.5149494027936,0,0,0,0,0,2
0,1,126,45,41,218,1804144,1803595,6847,6847.712523082241,0,0,1,0,0,1
1,0,145,68,1148,1160,464718,464569,279,279.4428507752278,0,1,0,0,0,1
1,0,113,71,154,161,2367667,2368066,191,191.9400947761833,0,0,0,0,0,2
0,1,131,40,1087,1172,1803819,1803296,1179,1179.7717241578187,0,0,0,0,0,1
1,0,107,72,28,56,908971,908523,2615,2615.6296885892734,0,1,0,0,0,1
1,0,134,83,217,231,237559,237894,197,197.9259859215174,0,0,0,0,0,2
0,1,145,170,98,174,338028,339072,675,675.7005662197288,0,0,0,0,0,2
0,1,145,39,702,721,7155727,7155813,366,366.8508506429972,0,0,0,0,0,1
0,1,126,71,5,16,438903,438141,305,305.2961595300564,0,0,0,0,0,2
0,1,129,45,1580,1591,3884341,3885072,551,551.0702470604391,1,0,0,0,0,1
0,1,127,44,375,388,1058995,1058767,380,380.4377849436657,0,0,0,0,0,2
0,1,140,43,43,186,2461273,2461054,5449,5449.984775347641,0,0,1,0,0,1
0,1,205,98,40,61,15691,16392,325,325.2553406235776,0,0,0,0,0,2
1,0,98,73,10,32,719263,719476,1207,1207.389047901527,0,1,0,0,0,1
0,1,151,104,629,638,1971100,1971687,957,957.5842864464339,0,0,0,0,1,1
0,1,122,35,42,207,4650503,4650737,6052,6052.056334799153,0,0,1,0,0,1
1,0,136,60,909,916,414309,415786,59,59.28747448678351,0,0,0,0,0,1
0,1,194,102,111,123,67719,68898,217,217.56092673047442,0,0,0,0,0,2
0,1,132,36,43,215,2233065,2233745,6571,6571.6540704536155,0,0,1,0,0,1
1,0,149,95,1309,1316,2634004,2634139,106,106.11689166146964,0,0,0,0,0,1
1,0,128,79,1603,1609,2932768,2931785,266,266.6499141442696,0,0,0,0,0,2
0,1,144,42,108,126,843568,843227,301,301.40055109065696,0,1,0,0,0,1
0,1,140,44,39,220,2201266,2200863,6222,6222.782845441842,0,0,1,0,0,1
0,1,115,91,1685,1695,297414,296695,425,425.36230356326666,1,0,0,0,0,1
1,0,144,83,1060,1082,3788009,3786743,220,220.68806477512408,0,0,0,0,0,1
1,0,131,85,537,546,3706894,3705761,250,250.03909545978587,0,0,0,0,0,1
0,1,140,42,1178,1276,115161,114335,1943,1943.9224848897009,0,0,0,0,0,2
1,0,152,102,171,186,1804832,1804211,253,253.26843494854566,0,0,0,0,0,2
0,1,183,41,938,946,626158,625650,107,107.78054205608547,0,0,1,0,0,1
1,0,154,72,1451,1468,5281394,5281942,312,312.0939575338434,0,0,0,0,0,2
1,0,84,67,11,45,697109,698104,2957,2957.3193108847986,0,1,0,0,0,1
1,0,135,66,134,161,411854,412529,850,850.8182586817358,0,1,0,0,0,1
0,1,121,44,43,216,2709870,2708103,6423,6423.7551281906,0,0,1,0,0,1
1,0,136,71,162,172,1010786,1010773,200,200.1648731862984,0,1,0,0,0,1
0,1,145,201,527,567,1055372,1053932,421,421.2899194099156,0,0,0,0,0,2
0,1,211,37,854,861,31163,31201,203,203.0741146020569,0,0,1,0,0,1
0,1,157,43,39,217,1051255,1051235,13072,13072.170530845951,0,0,1,0,0,1
0,1,148,38,43,207,920595,920281,6097,6097.275821082106,0,0,1,0,0,1
1,0,156,72,1345,1361,5550857,5550948,186,186.546586040223,0,0,0,0,0,1
0,1,144,197,53,82,313014,314044,2879,2879.682352940806,0,0,0,0,0,2
1,0,130,124,1042,1048,1337748,1338508,339,339.0733913752185,0,0,0,0,0,2
0,1,158,50,868,885,728258,727573,324,324.2530799394909,0,0,0,0,0,2
1,0,127,69,591,601,1752806,1751402,252,252.85897506363236,0,0,0,0,0,2
0,1,132,35,1097,1124,12805878,12807237,636,636.0498121914134,0,0,0,0,0,1
1,0,141,57,1009,1032,2314471,2314086,277,277.02549455307104,0,0,0,0,0,1
1,0,105,197,274,289,226913,225810,251,251.68355579236467,0,0,0,0,0,2
0,1,114,37,1359,1379,956402,956523,291,291.4548000794117,0,0,0,0,0,2
0,1,153,200,5,11,421198,421306,186,186.28338764911481,0,0,0,0,0,2
0,1,119,67,1364,1382,182982,183002,246,246.17428521762258,0,0,0,0,0,2
1,0,145,71,1423,1451,5922165,5921209,299,299.406686757281,0,0,0,0,1,1
1,0,136,75,759,771,3897375,3897375,206,206.37880267178846,0,0,0,0,0,1
0,1,153,39,45,193,2367975,2369130,10105,10105.151450708345,0,0,1,0,0,1
0,1,137,43,135,189,2638255,2638623,1869,1869.9488725497945,0,0,1,0,0,1
0,1,142,66,1028,1034,2928342,2927611,227,227.71562589283596,1,0,0,0,0,1
1,0,142,73,978,987,3148827,3149609,215,215.8008915713895,0,0,0,0,0,2
0,1,145,44,41,191,1612472,1612276,12525,12525.967950205193,0,0,1,0,0,1
0,1,157,132,377,382,303996,303324,223,223.96188928192012,0,0,0,0,0,2
0,1,139,190,1097,1110,75238,74364,267,267.8774015881735,0,0,0,0,0,2
1,0,142,72,70,106,149100,148232,719,719.8167150518303,0,1,0,0,0,1
0,1,141,36,1362,1375,4442773,4443150,218,218.67177505899804,0,0,0,0,0,2
0,1,136,204,211,225,138698,138163,246,246.886697396999,0,0,0,0,0,2
1,0,147,69,471,494,3881918,3881526,190,190.7793328109864,0,0,0,0,0,2
1,0,129,72,44,64,2216501,2217373,380,380.9510033917806,0,1,0,0,0,1
0,1,104,297,246,255,205308,205648,501,501.3863431763365,0,0,0,0,0,2
0,1,143,179,826,846,820305,820087,598,598.8240080694942,0,0,0,0,0,1
1,0,157,73,397,408,99395,98860,287,287.04121758762494,0,0,0,0,0,1
0,1,126,43,40,196,2265924,2265390,5856,5856.6919041913025,0,0,1,0,0,1
0,1,135,95,311,327,618516,618983,456,456.63269661135257,0,0,0,0,0,1
0,1,133,41,1202,1217,3495677,3495823,454,454.59131507758747,1,0,0,0,0,1
1,0,145,65,1358,1373,5876996,5877535,268,268.27746085347286,0,0,0,0,1,1
1,0,123,79,392,405,1349952,1348707,414,414.9961709647053,0,0,0,0,0,1
0,1,130,52,1261,1273,552993,553102,473,473.57699324765167,1,0,0,0,0,1
0,1,138,45,1324,1340,514788,514060,2318,2318.0848426627335,1,0,0,0,0,1
0,1,117,93,7,11,1798448,1798873,226,226.73407950041815,0,0,0,0,0,2
0,1,142,44,83,217,7306796,7306922,4581,4581.964952770401,0,0,1,0,0,1
0,1,128,85,12,25,1677688,1679091,421,421.4060009027418,1,0,0,0,0,1
1,0,104,75,5,17,1030720,1029594,830,830.3150689195968,0,0,0,0,0,2
1,0,125,68,339,352,2032707,2032550,147,147.8677600676156,0,0,0,0,0,2
0,1,136,173,952,957,851767,852859,283,283.9807666658552,0,0,0,0,0,1
1,0,148,73,145,155,1059850,1059460,136,136.28527871776586,0,1,0,0,0,1
1,0,136,70,147,153,1686619,1687521,150,150.65440279493671,0,1,0,0,0,1
0,1,152,36,40,182,2641684,2640984,5543,5543.009122917583,0,0,1,0,0,1
1,0,112,73,17,24,2057400,2057048,259,259.9230116938859,0,1,0,0,0,1
1,0,129,66,147,153,3986645,3985401,341,341.1511306450066,0,0,0,0,0,1
0,1,141,100,623,635,2122488,2122529,677,677.2905325728589,0,0,0,0,1,1
0,1,131,46,618,630,1397851,1397592,245,245.97793840155285,0,0,0,1,0,1
1,0,144,100,562,568,1131451,1131722,198,198.16944361720553,0,0,0,0,0,1
0,1,141,39,88,204,7656285,7656376,3752,3752.1568988246013,0,0,1,0,0,1
0,1,150,43,44,184,2552012,2553767,9070,9070.34265041727,0,0,1,0,0,1
1,0,128,81,1119,1156,1193887,1195315,1224,1224.1626118544646,0,0,0,0,0,2
0,1,149,39,40,191,2400557,2400821,8680,8680.290109082573,0,0,1,0,0,1
0,1,133,223,442,467,214956,214273,1358,1358.0078614143172,0,0,0,0,0,2
1,0,140,71,117,129,1537213,1537624,196,196.51365264078967,0,1,0,0,0,1
1,0,134,84,310,342,3744821,3744451,543,543.1164476976977,0,0,0,0,0,1
1,0,113,83,922,941,2252617,2252672,319,319.4436350434193,0,0,0,0,0,2
1,0,123,84,772,785,1607727,1609147,173,173.23826839985495,0,0,0,0,0,1
0,1,140,36,17,32,1002740,1004357,256,256.60825114232904,0,0,0,0,0,2
0,1,122,57,480,494,186232,185228,490,490.7773208607411,0,0,0,0,0,1
1,0,133,75,794,805,2534103,2532650,203,203.5626708673058,0,0,0,0,0,2
1,0,150,61,1357,1375,3378411,3379072,270,270.3209854429002,0,0,0,0,0,1
0,1,144,300,1566,1579,172343,172754,292,292.7605620914317,0,0,0,0,0,2
1,0,151,82,177,210,1776088,1776637,392,392.58690332140753,0,0,0,0,0,1
0,1,138,202,82,96,149432,149299,274,274.1597384840924,1,0,0,0,0,1
0,1,139,119,663,674,266746,265754,338,338.38957272279623,0,0,0,0,0,2
1,0,149,65,440,451,3579623,3578501,364,364.1605195037556,0,0,0,0,0,1
0,1,131,38,41,217,1638127,1637879,6430,6430.682080479854,0,0,1,0,0,1
0,1,139,132,408,421,945124,945437,204,204.68519810802812,0,0,0,0,0,2
0,1,149,89,759,767,486674,488534,342,342.1695276592061,1,0,0,0,0,1
0,1,145,185,1161,1174,32336,32337,316,316.304376158559,0,0,0,0,0,1
0,1,131,45,756,764,1362592,1363649,330,330.2295477644505,0,0,0,0,0,1
0,1,137,35,215,231,259466,260828,414,414.1179859942737,0,0,0,0,0,2
0,1,147,43,453,469,11742225,11742532,3470,3470.9136528604354,1,0,0,0,0,1
0,1,154,117,1232,1247,87170,86434,516,516.8445441831568,0,0,0,0,0,2
1,0,90,71,12,35,752432,751225,715,715.959211331139,0,1,0,0,0,1
1,0,266,99,365,1000,4600267,4601508,12097,12097.082130255965,0,0,0,0,0,2
1,0,116,73,439,447,530850,530261,337,337.21241658194157,0,1,0,0,0,1
0,1,147,39,47,182,103466,104113,4203,4203.276778901737,0,0,1,0,0,1
0,1,140,38,44,215,1484279,1484244,6418,6418.130084283902,0,0,1,0,0,1
1,0,137,80,1641,1667,768573,769757,424,424.94465159478216,0,0,0,0,0,1
1,0,123,69,2,4,223957,224929,321,321.1681053227125,0,0,0,0,0,2
0,1,127,42,322,338,4384514,4383219,687,687.631573059396,1,0,0,0,0,1
0,1,141,45,41,176,335620,335679,4396,4396.651897974618,0,0,1,0,0,1
0,1,159,177,511,525,835014,835309,146,146.3572249360355,0,0,0,0,0,2
0,1,134,97,621,633,2036296,2037011,771,771.8081412454477,0,0,0,0,1,1
0,1,128,39,45,218,2134558,2133200,6370,6370.686026348909,0,0,1,0,0,1
0,1,123,36,84,218,7261293,7262378,4156,4156.949772421605,0,0,1,0,0,1
1,0,120,105,1175,1187,2488928,2489090,182,182.5047126471274,0,0,0,0,0,1
